time;BE;DE;DK;FI;FR;GB;IE;NL;NO;SE
22.02.2015 12:00;0.449331;0.40285;0.344414;0.253002;0.584406;0.825291;0.796723;0.459582;0.194454;0.901074
22.02.2015 13:00;0.557999;0.426075;0.312514;0.271387;0.770438;0.877006;0.661572;0.515156;0.275443;0.87008
22.02.2015 14:00;0.612176;0.454597;0.294108;0.301513;0.866182;0.902485;0.628497;0.558223;0.582378;0.823756
22.02.2015 15:00;0.669667;0.547579;0.332558;0.354425;0.901962;0.916392;0.702054;0.573904;0.835994;0.847565
22.02.2015 16:00;0.744938;0.63696;0.412701;0.38249;0.904692;0.910699;0.835556;0.64381;0.936144;0.868567
22.02.2015 17:00;0.825196;0.712037;0.498219;0.407406;0.915001;0.904056;0.91561;0.727361;0.971085;0.8638
22.02.2015 18:00;0.893248;0.799268;0.575431;0.416117;0.93386;0.93206;0.821852;0.793977;0.98665;0.85179
22.02.2015 19:00;0.933044;0.858827;0.629527;0.426932;0.942646;0.938915;0.770066;0.857254;0.991374;0.817997
22.02.2015 20:00;0.962631;0.893102;0.700591;0.453232;0.917028;0.906178;0.770066;0.902515;0.987619;0.798279
22.02.2015 21:00;0.975322;0.915347;0.748918;0.421563;0.903335;0.90664;0.761555;0.948292;0.979791;0.819902
22.02.2015 22:00;0.977526;0.928668;0.778429;0.397482;0.897272;0.897517;0.76838;0.96831;0.964395;0.830353
22.02.2015 23:00;0.962246;0.938556;0.799832;0.382391;0.914591;0.877987;0.762415;0.973064;0.935657;0.829849
23.02.2015 00:00;0.921709;0.943601;0.824201;0.370671;0.942052;0.831712;0.758092;0.958223;0.93313;0.849571
23.02.2015 01:00;0.844799;0.938144;0.843249;0.370371;0.966966;0.788211;0.781643;0.927526;0.956245;0.838431
23.02.2015 02:00;0.72623;0.936631;0.869204;0.365079;0.955474;0.748298;0.806612;0.86657;0.988701;0.84587
23.02.2015 03:00;0.660793;0.921587;0.884423;0.347168;0.927288;0.704826;0.823257;0.741001;0.970211;0.89861
23.02.2015 04:00;0.548813;0.877202;0.890683;0.32227;0.879907;0.685288;0.809584;0.626091;0.853072;0.934909
23.02.2015 05:00;0.480604;0.811685;0.906535;0.297658;0.874914;0.686643;0.813252;0.543056;0.74341;0.962728
23.02.2015 06:00;0.478905;0.75037;0.905213;0.29655;0.845055;0.700426;0.844047;0.516856;0.768304;0.971844
23.02.2015 07:00;0.453789;0.713939;0.871263;0.318702;0.753862;0.700979;0.879715;0.508992;0.838955;0.956018
23.02.2015 08:00;0.400921;0.680367;0.828832;0.363171;0.694392;0.689773;0.899117;0.484455;0.89834;0.969629
23.02.2015 09:00;0.39968;0.631251;0.797408;0.381139;0.901501;0.736457;0.906339;0.454676;0.926904;0.969132
23.02.2015 10:00;0.463136;0.593234;0.769334;0.410031;0.940546;0.792557;0.901418;0.479472;0.93341;0.972543
23.02.2015 11:00;0.52948;0.56003;0.710067;0.488699;0.955714;0.81322;0.890486;0.520507;0.925007;0.977725
23.02.2015 12:00;0.590309;0.538447;0.639845;0.58033;0.962428;0.835759;0.902327;0.554289;0.916163;0.974368
23.02.2015 13:00;0.603629;0.526405;0.571894;0.649349;0.939934;0.852157;0.919969;0.586834;0.902705;0.958048
23.02.2015 14:00;0.642595;0.51976;0.522664;0.706559;0.906919;0.867827;0.924519;0.603899;0.892787;0.923491
23.02.2015 15:00;0.724701;0.517127;0.500285;0.736322;0.870323;0.879507;0.943056;0.618336;0.894326;0.888122
23.02.2015 16:00;0.80297;0.516051;0.493435;0.752592;0.811632;0.886882;0.964014;0.646194;0.907833;0.845781
23.02.2015 17:00;0.845321;0.530559;0.489852;0.770585;0.765653;0.887657;0.972356;0.669594;0.913604;0.794251
23.02.2015 18:00;0.838608;0.568217;0.484271;0.771767;0.759811;0.882978;0.972963;0.700791;0.923849;0.74551
23.02.2015 19:00;0.824247;0.565518;0.4721;0.781059;0.743716;0.875041;0.967812;0.71907;0.937804;0.706987
23.02.2015 20:00;0.809783;0.540948;0.472945;0.783478;0.742686;0.873185;0.944505;0.715539;0.955859;0.658127
23.02.2015 21:00;0.795124;0.565404;0.484216;0.796129;0.725799;0.88089;0.89439;0.712889;0.949571;0.587862
23.02.2015 22:00;0.800278;0.593043;0.487418;0.805555;0.701322;0.895743;0.878115;0.716055;0.934102;0.533287
23.02.2015 23:00;0.818664;0.630619;0.488484;0.847405;0.683797;0.901953;0.88339;0.738843;0.923069;0.484105
24.02.2015 00:00;0.846093;0.667162;0.517747;0.843294;0.676603;0.901075;0.888493;0.749799;0.926904;0.470129
24.02.2015 01:00;0.867142;0.726615;0.541973;0.843634;0.701322;0.896082;0.875412;0.782659;0.948456;0.481685
24.02.2015 02:00;0.878183;0.775521;0.581156;0.819384;0.738535;0.881532;0.840169;0.813206;0.966089;0.501567
24.02.2015 03:00;0.872666;0.813657;0.582991;0.797156;0.749838;0.858233;0.821852;0.838002;0.975423;0.52312
24.02.2015 04:00;0.850242;0.838115;0.592935;0.74911;0.768534;0.830376;0.864749;0.836588;0.983873;0.550198
24.02.2015 05:00;0.801451;0.848542;0.632125;0.711061;0.78612;0.806579;0.89958;0.814403;0.985855;0.551613
24.02.2015 06:00;0.734541;0.848695;0.667679;0.652433;0.787015;0.794867;0.905016;0.790227;0.985688;0.619773
24.02.2015 07:00;0.684888;0.824037;0.685978;0.585297;0.740616;0.77511;0.883908;0.769527;0.984814;0.691355
24.02.2015 08:00;0.635256;0.777338;0.708297;0.551219;0.588535;0.758298;0.83886;0.72132;0.984631;0.762887
24.02.2015 09:00;0.577534;0.72559;0.713786;0.525985;0.802589;0.7643;0.806612;0.688108;0.978244;0.781734
24.02.2015 10:00;0.515871;0.686305;0.720857;0.559465;0.904692;0.775725;0.813252;0.681245;0.953322;0.811405
24.02.2015 11:00;0.448084;0.675183;0.742925;0.565755;0.901039;0.761899;0.835556;0.652121;0.916163;0.841812
24.02.2015 12:00;0.418338;0.671529;0.751454;0.552556;0.885776;0.767837;0.830168;0.611088;0.901748;0.846501
24.02.2015 13:00;0.426028;0.676268;0.755642;0.555065;0.872062;0.780343;0.799037;0.576739;0.890182;0.87293
24.02.2015 14:00;0.422299;0.69543;0.753301;0.623719;0.861924;0.777913;0.760692;0.524196;0.889654;0.900969
24.02.2015 15:00;0.415217;0.70822;0.755543;0.665966;0.822632;0.780893;0.657254;0.477084;0.871004;0.910636
24.02.2015 16:00;0.454537;0.701949;0.742447;0.656126;0.731158;0.77155;0.464238;0.473782;0.813091;0.910052
24.02.2015 17:00;0.464538;0.695641;0.743513;0.676865;0.719269;0.74385;0.314115;0.532313;0.696609;0.903712
24.02.2015 18:00;0.488804;0.685841;0.732588;0.700549;0.73222;0.683434;0.26202;0.563116;0.537276;0.906329
24.02.2015 19:00;0.514786;0.671624;0.707532;0.706498;0.620886;0.619743;0.297948;0.527074;0.424332;0.881698
24.02.2015 20:00;0.537249;0.642948;0.688412;0.713096;0.525047;0.561865;0.296804;0.503959;0.362439;0.876848
24.02.2015 21:00;0.519234;0.60712;0.672055;0.709615;0.444898;0.553889;0.331716;0.508889;0.42875;0.870661
24.02.2015 22:00;0.485277;0.584;0.642274;0.691293;0.459538;0.527641;0.338832;0.515214;0.575206;0.833743
24.02.2015 23:00;0.441041;0.569872;0.591203;0.699223;0.490241;0.513478;0.30139;0.469289;0.694191;0.79587
25.02.2015 00:00;0.381086;0.535194;0.554441;0.672416;0.532234;0.477197;0.257637;0.452674;0.776163;0.723568
25.02.2015 01:00;0.322959;0.506919;0.51962;0.688323;0.585784;0.435894;0.211144;0.3997;0.808028;0.702129
25.02.2015 02:00;0.270714;0.493374;0.489657;0.719197;0.680213;0.385328;0.150648;0.348197;0.80285;0.658787
25.02.2015 03:00;0.235762;0.484137;0.461004;0.735969;0.635282;0.35163;0.130556;0.301767;0.702601;0.636822
25.02.2015 04:00;0.220551;0.455246;0.451219;0.718053;0.635282;0.331563;0.123837;0.271732;0.575206;0.635635
25.02.2015 05:00;0.212352;0.397902;0.436141;0.703493;0.633986;0.302949;0.102217;0.288984;0.446502;0.651549
25.02.2015 06:00;0.206604;0.35778;0.413245;0.638215;0.708143;0.273956;0.137415;0.315282;0.348534;0.64458
25.02.2015 07:00;0.21679;0.322511;0.394548;0.638621;0.717068;0.234191;0.186231;0.337407;0.297977;0.651704
25.02.2015 08:00;0.20714;0.299111;0.360707;0.640699;0.73749;0.193464;0.153352;0.338744;0.263353;0.650221
25.02.2015 09:00;0.161528;0.298094;0.326826;0.646607;0.69787;0.156093;0.080276;0.366099;0.217095;0.601682
25.02.2015 10:00;0.123794;0.274851;0.279038;0.63771;0.675394;0.127817;0.042333;0.379559;0.214975;0.556971
25.02.2015 11:00;0.115073;0.215021;0.23967;0.590648;0.688535;0.115644;0.078897;0.329538;0.211818;0.504226
25.02.2015 12:00;0.124806;0.138385;0.200959;0.597509;0.699024;0.115449;0.148856;0.259887;0.184667;0.45296
25.02.2015 13:00;0.112585;0.075055;0.163368;0.649538;0.693227;0.119861;0.223505;0.183055;0.148589;0.395047
25.02.2015 14:00;0.085111;0.033363;0.130588;0.651052;0.655679;0.123316;0.350786;0.11518;0.11213;0.33126
25.02.2015 15:00;0.054551;0.010383;0.115363;0.647074;0.646837;0.12742;0.43678;0.075609;0.092524;0.304674
25.02.2015 16:00;0.027824;0.002429;0.111114;0.63891;0.611579;0.155471;0.464238;0.055948;0.088094;0.304039
25.02.2015 17:00;0.008968;0.000606;0.114476;0.629733;0.635282;0.201556;0.449253;0.040647;0.095108;0.291647
25.02.2015 18:00;0.000264;0.000163;0.120693;0.553239;0.632687;0.267152;0.504099;0.024793;0.150279;0.257143
25.02.2015 19:00;0;7.40E-05;0.128007;0.549268;0.594012;0.341047;0.556867;0.01868;0.303115;0.222284
25.02.2015 20:00;0.009173;0.00012;0.135154;0.513148;0.481483;0.402192;0.504099;0.023991;0.516531;0.196821
25.02.2015 21:00;0.044527;0.000475;0.136926;0.511597;0.39979;0.470061;0.495409;0.036545;0.690539;0.15192
25.02.2015 22:00;0.093654;0.001411;0.130634;0.520761;0.369702;0.541119;0.549575;0.050473;0.783803;0.125466
25.02.2015 23:00;0.153088;0.005085;0.123025;0.566387;0.378242;0.586705;0.635238;0.06487;0.844024;0.115872
26.02.2015 00:00;0.219724;0.017569;0.128458;0.586088;0.389703;0.615381;0.712916;0.090326;0.908741;0.137734
26.02.2015 01:00;0.269924;0.045701;0.148964;0.605428;0.415726;0.637299;0.709979;0.142592;0.967831;0.185724
26.02.2015 02:00;0.289771;0.083675;0.171064;0.542606;0.439049;0.65372;0.689916;0.211764;0.989602;0.216684
26.02.2015 03:00;0.313254;0.126645;0.198663;0.529366;0.482944;0.656524;0.644128;0.268932;0.985498;0.251435
26.02.2015 04:00;0.36824;0.176511;0.240513;0.544092;0.520722;0.684955;0.552009;0.326749;0.965157;0.311202
26.02.2015 05:00;0.411595;0.241795;0.298606;0.578438;0.539394;0.685678;0.583297;0.379733;0.935657;0.359168
26.02.2015 06:00;0.48545;0.339421;0.37103;0.579308;0.557866;0.666462;0.56654;0.403763;0.892796;0.395601
26.02.2015 07:00;0.530167;0.432926;0.425487;0.646913;0.555039;0.63211;0.395852;0.454902;0.833673;0.418427
26.02.2015 08:00;0.54942;0.526756;0.472469;0.680768;0.463931;0.583715;0.40696;0.538085;0.781043;0.46411
26.02.2015 09:00;0.533884;0.592375;0.525157;0.691388;0.453681;0.606082;0.589219;0.566058;0.802953;0.509336
26.02.2015 10:00;0.577883;0.636755;0.583927;0.684076;0.543676;0.685697;0.625104;0.635248;0.851335;0.570623
26.02.2015 11:00;0.549115;0.668339;0.637682;0.688227;0.704746;0.744716;0.603281;0.656302;0.910596;0.608124
26.02.2015 12:00;0.581314;0.687583;0.670135;0.677717;0.754861;0.741909;0.66586;0.676426;0.970756;0.633415
26.02.2015 13:00;0.591267;0.714824;0.680604;0.683533;0.792315;0.714018;0.685807;0.66599;0.991364;0.648879
26.02.2015 14:00;0.575999;0.74119;0.687369;0.697547;0.751856;0.658182;0.680626;0.679773;0.965086;0.652862
26.02.2015 15:00;0.520322;0.775027;0.715827;0.706062;0.683797;0.65478;0.625104;0.68813;0.846154;0.688594
26.02.2015 16:00;0.386014;0.776703;0.773471;0.70146;0.75685;0.678756;0.536143;0.629021;0.523956;0.765652
26.02.2015 17:00;0.480244;0.722329;0.784279;0.750201;0.700174;0.637924;0.485453;0.431302;0.289098;0.781995
26.02.2015 18:00;0.597883;0.632683;0.751798;0.795952;0.581643;0.54807;0.46174;0.356494;0.195451;0.796245
26.02.2015 19:00;0.457314;0.526035;0.716424;0.814624;0.631385;0.532106;0.443014;0.332026;0.16067;0.805201
26.02.2015 20:00;0.352979;0.361515;0.663602;0.837682;0.711512;0.53377;0.460491;0.282535;0.165126;0.807591
26.02.2015 21:00;0.393995;0.242977;0.597059;0.837865;0.744744;0.537381;0.472979;0.29655;0.195451;0.811803
26.02.2015 22:00;0.5766;0.177093;0.544566;0.846288;0.69787;0.547578;0.486698;0.365994;0.238988;0.808209
26.02.2015 23:00;0.657177;0.146145;0.512088;0.84486;0.675394;0.545533;0.474227;0.449146;0.297977;0.811719
27.02.2015 00:00;0.670511;0.156291;0.480719;0.841698;0.627466;0.536847;0.435533;0.506581;0.379394;0.809949
27.02.2015 01:00;0.645461;0.182792;0.45619;0.845254;0.606213;0.528657;0.39462;0.535511;0.495679;0.801398
27.02.2015 02:00;0.635981;0.225721;0.433286;0.852156;0.620886;0.511038;0.375011;0.565437;0.57808;0.789015
27.02.2015 03:00;0.622526;0.27285;0.404057;0.850314;0.674182;0.500077;0.367705;0.570172;0.556364;0.784084
27.02.2015 04:00;0.584246;0.319006;0.367872;0.846989;0.67175;0.492342;0.3436;0.538842;0.515044;0.780167
27.02.2015 05:00;0.518661;0.334547;0.302269;0.843367;0.573308;0.487579;0.308311;0.473816;0.549048;0.765704
27.02.2015 06:00;0.446375;0.310657;0.22622;0.836379;0.536533;0.459918;0.28883;0.409721;0.621638;0.737498
27.02.2015 07:00;0.377264;0.269424;0.16654;0.83369;0.462467;0.427387;0.267535;0.329817;0.679415;0.683183
27.02.2015 08:00;0.325793;0.239974;0.12924;0.835768;0.24075;0.386883;0.211144;0.280004;0.709685;0.604223
27.02.2015 09:00;0.292215;0.218659;0.112141;0.833981;0.341652;0.358403;0.182352;0.262076;0.725773;0.596069
27.02.2015 10:00;0.249339;0.218817;0.098743;0.817219;0.278957;0.328656;0.196059;0.248969;0.723512;0.543911
27.02.2015 11:00;0.206963;0.217667;0.087038;0.810535;0.186233;0.298741;0.257637;0.229908;0.708512;0.472182
27.02.2015 12:00;0.176963;0.197291;0.078126;0.824648;0.163292;0.280744;0.368921;0.214138;0.69176;0.362868
27.02.2015 13:00;0.151367;0.172024;0.071945;0.846283;0.192497;0.273369;0.472979;0.200675;0.666762;0.230529
27.02.2015 14:00;0.115897;0.150034;0.067524;0.854172;0.241939;0.284713;0.512765;0.176517;0.633877;0.132245
27.02.2015 15:00;0.087522;0.126528;0.058062;0.853624;0.27514;0.287709;0.571353;0.144167;0.613369;0.076975
27.02.2015 16:00;0.085312;0.109679;0.05125;0.856873;0.32245;0.302243;0.675396;0.136642;0.595174;0.067856
27.02.2015 17:00;0.097004;0.11033;0.05419;0.859918;0.3486;0.348059;0.727299;0.152414;0.57808;0.060292
27.02.2015 18:00;0.094022;0.119739;0.06025;0.860188;0.262599;0.392553;0.767534;0.148712;0.572325;0.066288
27.02.2015 19:00;0.112963;0.114978;0.066044;0.859779;0.1852;0.440806;0.792826;0.11957;0.617514;0.057217
27.02.2015 20:00;0.174866;0.098958;0.066557;0.853139;0.225556;0.490443;0.81687;0.100458;0.675651;0.058295
27.02.2015 21:00;0.244767;0.082609;0.068789;0.852032;0.29055;0.522375;0.828801;0.130259;0.713185;0.049608
27.02.2015 22:00;0.286368;0.090386;0.085482;0.833515;0.425912;0.550283;0.786484;0.197288;0.759199;0.042096
27.02.2015 23:00;0.317604;0.114649;0.11153;0.816625;0.570515;0.576996;0.729178;0.27634;0.813091;0.04079
28.02.2015 00:00;0.340984;0.142126;0.131898;0.785058;0.677809;0.626186;0.510291;0.343711;0.855094;0.055381
28.02.2015 01:00;0.387598;0.155389;0.147007;0.760687;0.707013;0.648721;0.256545;0.392487;0.893302;0.086973
28.02.2015 02:00;0.402572;0.206313;0.165936;0.707008;0.699024;0.649834;0.151547;0.394456;0.945579;0.116654
28.02.2015 03:00;0.392812;0.279601;0.186184;0.651748;0.71817;0.627829;0.198046;0.405154;0.971257;0.137292
28.02.2015 04:00;0.39543;0.320649;0.190685;0.626761;0.692058;0.621638;0.20506;0.399649;0.980988;0.148131
28.02.2015 05:00;0.435227;0.363834;0.207949;0.63728;0.687355;0.625635;0.173736;0.400274;0.985688;0.157537
28.02.2015 06:00;0.480083;0.423144;0.24259;0.648069;0.736442;0.606832;0.182352;0.436138;0.989435;0.143038
28.02.2015 07:00;0.514397;0.468411;0.269552;0.656383;0.781603;0.606171;0.196059;0.471722;0.989547;0.128628
28.02.2015 08:00;0.527282;0.512482;0.311174;0.602507;0.801749;0.598495;0.226634;0.55926;0.988119;0.132869
28.02.2015 09:00;0.616627;0.55136;0.369831;0.592221;0.799212;0.606283;0.23083;0.591822;0.98397;0.167669
28.02.2015 10:00;0.663619;0.586569;0.446189;0.611988;0.794057;0.637018;0.299094;0.612816;0.973091;0.230019
28.02.2015 11:00;0.721138;0.623896;0.495282;0.636506;0.767577;0.685417;0.370137;0.665743;0.954095;0.305746
28.02.2015 12:00;0.784839;0.650016;0.517959;0.646918;0.628775;0.704203;0.57495;0.739108;0.914464;0.352911
28.02.2015 13:00;0.814098;0.654613;0.539217;0.672918;0.627466;0.725533;0.752836;0.759068;0.882601;0.391677
28.02.2015 14:00;0.812574;0.674277;0.557107;0.705723;0.684986;0.782503;0.864749;0.768256;0.878075;0.407013
28.02.2015 15:00;0.834451;0.709398;0.576855;0.718302;0.703607;0.842619;0.923775;0.797725;0.880921;0.434964
28.02.2015 16:00;0.867041;0.748361;0.622209;0.767389;0.692058;0.876818;0.952781;0.833195;0.890707;0.523943
28.02.2015 17:00;0.884523;0.78765;0.664155;0.788309;0.689712;0.900848;0.927794;0.861858;0.897348;0.596052
28.02.2015 18:00;0.897481;0.818688;0.694999;0.800882;0.763718;0.912427;0.923401;0.882208;0.92346;0.648105
28.02.2015 19:00;0.895911;0.846738;0.715998;0.825971;0.847088;0.906848;0.941274;0.902801;0.949571;0.701712
28.02.2015 20:00;0.861804;0.857886;0.736095;0.839982;0.910822;0.920249;0.940972;0.909056;0.968765;0.726446
28.02.2015 21:00;0.857228;0.880068;0.755588;0.84239;0.886298;0.946352;0.931981;0.906566;0.976158;0.745932
28.02.2015 22:00;0.885092;0.896425;0.770423;0.847403;0.943818;0.96005;0.912741;0.910355;0.983377;0.775445
28.02.2015 23:00;0.896479;0.901482;0.781931;0.854492;0.968786;0.957715;0.909797;0.920939;0.986181;0.792094
01.03.2015 00:00;0.923145;0.90412;0.793354;0.855725;0.939007;0.948315;0.900961;0.924739;0.990278;0.818296
01.03.2015 01:00;0.930551;0.907893;0.806152;0.84928;0.901962;0.939035;0.884939;0.928302;0.991337;0.857632
01.03.2015 02:00;0.900036;0.914786;0.818384;0.849768;0.8909;0.939397;0.874867;0.939822;0.982428;0.879972
01.03.2015 03:00;0.887607;0.921513;0.833645;0.844217;0.884728;0.936176;0.852831;0.907158;0.942053;0.91188
01.03.2015 04:00;0.883331;0.912818;0.857686;0.842102;0.842307;0.91983;0.828801;0.872701;0.960367;0.939931
01.03.2015 05:00;0.858687;0.883454;0.891399;0.853624;0.793188;0.905668;0.802092;0.85308;0.988427;0.956059
01.03.2015 06:00;0.845463;0.842413;0.889234;0.863051;0.742686;0.893743;0.759828;0.852055;0.991362;0.966385
01.03.2015 07:00;0.82618;0.827737;0.873652;0.879923;0.73222;0.884287;0.732912;0.852764;0.991337;0.97732
01.03.2015 08:00;0.805319;0.847709;0.868017;0.892378;0.709269;0.878033;0.666927;0.851706;0.989763;0.985665
01.03.2015 09:00;0.784948;0.869793;0.85196;0.896171;0.620886;0.873216;0.659417;0.858603;0.987619;0.984495
01.03.2015 10:00;0.774054;0.884975;0.821116;0.901384;0.669308;0.866186;0.65617;0.861509;0.988565;0.987429
01.03.2015 11:00;0.757067;0.889023;0.773904;0.907035;0.805091;0.853685;0.490434;0.856056;0.991265;0.988062
01.03.2015 12:00;0.738864;0.877328;0.72693;0.902009;0.845735;0.849654;0.289965;0.826657;0.990229;0.980351
01.03.2015 13:00;0.74118;0.847763;0.713901;0.897947;0.842998;0.820019;0.280924;0.807413;0.991101;0.946999
01.03.2015 14:00;0.739388;0.826545;0.725917;0.896;0.828669;0.71838;0.362851;0.792729;0.981448;0.922674
01.03.2015 15:00;0.697212;0.825814;0.737925;0.887991;0.854993;0.618382;0.549575;0.724279;0.944988;0.91382
01.03.2015 16:00;0.68664;0.803525;0.739743;0.890714;0.905588;0.578934;0.583297;0.639977;0.90553;0.932309
01.03.2015 17:00;0.709669;0.751367;0.712575;0.891442;0.925839;0.615188;0.604444;0.621432;0.867335;0.932607
01.03.2015 18:00;0.753686;0.713153;0.706544;0.890632;0.929419;0.726043;0.653997;0.623638;0.813923;0.924135
01.03.2015 19:00;0.798295;0.662305;0.693245;0.888928;0.919798;0.817838;0.606764;0.673344;0.778093;0.902897
01.03.2015 20:00;0.832819;0.6061;0.662674;0.88694;0.910395;0.866729;0.572553;0.74596;0.73137;0.889093
01.03.2015 21:00;0.886046;0.534927;0.609646;0.883083;0.902879;0.877913;0.553224;0.806549;0.678163;0.8279
01.03.2015 22:00;0.928269;0.537644;0.570639;0.891092;0.892399;0.875113;0.550793;0.813166;0.655121;0.790648
01.03.2015 23:00;0.938662;0.603098;0.517536;0.889795;0.901962;0.84364;0.572553;0.857145;0.627102;0.7632
02.03.2015 00:00;0.87794;0.642254;0.450063;0.896458;0.864372;0.786004;0.570151;0.919461;0.605016;0.752264
02.03.2015 01:00;0.788535;0.695634;0.361044;0.893788;0.821095;0.742407;0.590399;0.922504;0.570882;0.680289
02.03.2015 02:00;0.723907;0.711133;0.306062;0.892067;0.819546;0.712925;0.732912;0.922516;0.547581;0.652953
02.03.2015 03:00;0.676757;0.735435;0.293174;0.8779;0.847088;0.697234;0.831526;0.906767;0.480757;0.612319
02.03.2015 04:00;0.655389;0.804983;0.340396;0.86937;0.850426;0.717577;0.781643;0.863196;0.450956;0.659592
02.03.2015 05:00;0.647437;0.843814;0.454576;0.86543;0.814037;0.727594;0.762415;0.81602;0.406765;0.695785
02.03.2015 06:00;0.625416;0.859481;0.507796;0.852599;0.840917;0.720488;0.724462;0.771196;0.395167;0.667077
02.03.2015 07:00;0.628234;0.863982;0.552886;0.838004;0.824158;0.727526;0.653997;0.731853;0.370882;0.616303
02.03.2015 08:00;0.642502;0.881633;0.588534;0.816671;0.838105;0.770835;0.670117;0.725614;0.345781;0.623156
02.03.2015 09:00;0.688073;0.885425;0.547308;0.79753;0.928004;0.854493;0.681666;0.737564;0.32411;0.630548
02.03.2015 10:00;0.728887;0.889802;0.526631;0.780232;0.905141;0.890322;0.718729;0.749192;0.318796;0.686537
02.03.2015 11:00;0.801779;0.878988;0.558616;0.749557;0.827924;0.907639;0.711939;0.755372;0.27422;0.722636
02.03.2015 12:00;0.853903;0.847968;0.613184;0.727469;0.767577;0.910146;0.696021;0.786706;0.204559;0.716127
02.03.2015 13:00;0.866466;0.80451;0.633606;0.716432;0.762746;0.90416;0.708996;0.826899;0.172412;0.705037
02.03.2015 14:00;0.854609;0.780785;0.633429;0.636413;0.714855;0.894707;0.695009;0.846928;0.176127;0.689715
02.03.2015 15:00;0.855065;0.779365;0.624711;0.620479;0.682605;0.880337;0.67854;0.849714;0.216033;0.669445
02.03.2015 16:00;0.855591;0.785278;0.604045;0.582379;0.589907;0.863137;0.686837;0.844127;0.275443;0.657528
02.03.2015 17:00;0.858213;0.787237;0.590961;0.540002;0.543676;0.83171;0.73384;0.851866;0.332159;0.643133
02.03.2015 18:00;0.840142;0.778675;0.580029;0.563292;0.514943;0.783969;0.740276;0.874373;0.390844;0.616305
02.03.2015 19:00;0.809136;0.774873;0.557978;0.5391;0.466858;0.729597;0.691959;0.897154;0.42875;0.584218
02.03.2015 20:00;0.765096;0.790765;0.549096;0.519939;0.39979;0.696823;0.621696;0.882811;0.434654;0.564249
02.03.2015 21:00;0.729104;0.824474;0.576175;0.430742;0.362627;0.695852;0.573752;0.835455;0.452442;0.553521
02.03.2015 22:00;0.696441;0.871492;0.625298;0.359071;0.364039;0.702677;0.526326;0.779316;0.492696;0.553787
02.03.2015 23:00;0.699452;0.894875;0.674365;0.340989;0.388266;0.722773;0.476724;0.732686;0.55928;0.554103
03.03.2015 00:00;0.727247;0.880259;0.663868;0.328312;0.449289;0.72994;0.452998;0.702244;0.609203;0.552702
03.03.2015 01:00;0.748307;0.838069;0.628965;0.307891;0.497525;0.716209;0.454247;0.69695;0.580947;0.560059
03.03.2015 02:00;0.741739;0.77488;0.619245;0.288255;0.552206;0.681405;0.474227;0.696459;0.506114;0.55587
03.03.2015 03:00;0.68661;0.713679;0.636638;0.274081;0.6089;0.640078;0.448005;0.666127;0.408221;0.556875
03.03.2015 04:00;0.628205;0.673378;0.638667;0.242537;0.630081;0.603771;0.457993;0.634725;0.32012;0.595614
03.03.2015 05:00;0.542574;0.652359;0.641013;0.220181;0.648108;0.567772;0.500377;0.61068;0.257425;0.635878
03.03.2015 06:00;0.430196;0.650395;0.652311;0.196269;0.665623;0.54741;0.54348;0.546741;0.22679;0.67862
03.03.2015 07:00;0.420032;0.650173;0.617964;0.131311;0.633986;0.578004;0.573752;0.503033;0.241248;0.71302
03.03.2015 08:00;0.545626;0.648152;0.61204;0.10297;0.567715;0.606479;0.57495;0.487318;0.281604;0.764179
03.03.2015 09:00;0.658138;0.639606;0.639534;0.083819;0.588535;0.641857;0.579728;0.507721;0.32411;0.80452
03.03.2015 10:00;0.648525;0.617802;0.66804;0.06693;0.810824;0.645914;0.649629;0.502315;0.362439;0.823526
03.03.2015 11:00;0.612313;0.584567;0.64623;0.063;0.803426;0.658163;0.704048;0.452732;0.395167;0.833839
03.03.2015 12:00;0.52097;0.543471;0.605213;0.07355;0.736442;0.675932;0.731982;0.441264;0.402404;0.835681
03.03.2015 13:00;0.581632;0.484572;0.548963;0.111324;0.660672;0.72611;0.755474;0.4446;0.395167;0.823956
03.03.2015 14:00;0.744751;0.426692;0.487814;0.176734;0.569116;0.764345;0.770066;0.353096;0.373712;0.81258
03.03.2015 15:00;0.80201;0.384015;0.413661;0.224483;0.482944;0.766291;0.787284;0.317938;0.348534;0.806962
03.03.2015 16:00;0.647005;0.362549;0.350751;0.243301;0.436126;0.780577;0.783265;0.344546;0.321448;0.799955
03.03.2015 17:00;0.620142;0.36823;0.328213;0.255455;0.529363;0.771015;0.736611;0.349187;0.275443;0.764968
03.03.2015 18:00;0.712055;0.401292;0.32616;0.253875;0.596738;0.734507;0.695009;0.469548;0.211818;0.683271
03.03.2015 19:00;0.69919;0.444455;0.319254;0.22347;0.562096;0.731295;0.657254;0.627083;0.161555;0.623467
03.03.2015 20:00;0.66458;0.505113;0.292175;0.18546;0.436126;0.745568;0.625104;0.691665;0.149433;0.567125
03.03.2015 21:00;0.678528;0.553792;0.285446;0.151018;0.39258;0.763234;0.611386;0.718415;0.151129;0.496292
03.03.2015 22:00;0.700512;0.572722;0.303901;0.140481;0.405574;0.770061;0.512765;0.746836;0.158908;0.432045
03.03.2015 23:00;0.682864;0.57064;0.316787;0.16134;0.421543;0.773994;0.522635;0.738217;0.190501;0.393018
04.03.2015 00:00;0.642462;0.545486;0.316752;0.189996;0.459538;0.774716;0.577341;0.71593;0.213919;0.373369
