time;AT;BE;BG;CH;CZ;DE;DK;EE;ES;FI;FR;HR;HU;IE;IT;LT;LU;LV;ME;MK;NL;NO;PL;PT;RO;RS;SE;SI;SK;UK
20.04.2015 12:00;7352.9;11258.67;4106;7512.23;7857.61;66702.1225;4254.29;1063.5;29977;9297.5;53171;1926;5036.8275;3357.06;35420;1385;513;941;339.63;782;12506.25;14038.33;20458.63;5950.5;6882;4344;15575;1399;3500;43711.5
20.04.2015 13:00;7189.3;11094.8525;4114;7357.44;7905.6;65612.725;4049.37;1029.6;29254;9198;50961;1868;5068.98;3305.75;35643;1344;506.5;922;334.63;752;12399.5;13934.41;20193.38;6064.3;6786;4329;15624;1380.38;3438;43093.5
20.04.2015 14:00;7178.8;10945.2825;4090;7173.35;7812.93;63569.075;3953.09;994.8;29039;9127.6;48565;1841;5021.6925;3325.45;35609;1307;505.25;904;330.57;785;12446.25;13695.65;19925.83;6025.8;6808;4326;15072;1394.59;3388;41559.5
20.04.2015 15:00;7150.1;10984.945;4260;7025.59;7739.61;62556.465;4180.67;978.1;28888;8977;47786;1833;4973.8125;3376.23;34717;1293;515.5;894;329.87;786;12619.75;13616.28;19647;6042.9;6800;4381;15057;1394.2;3374;43198.5
20.04.2015 16:00;7113.2;10892.42;4476;6805.26;7582.89;62171.4075;4088.32;964.4;28481;9044;48638;1858;4935.995;3458.86;33897;1281;536;873;343.46;832;12060.25;13441.16;19589.05;5849.1;7015;4586;14838;1346.32;3357;44262.5
20.04.2015 17:00;7173.8;10581.5525;4672;6844.23;7737.13;62328.7775;3916.4;957.2;28253;9117.8;49730;2010;5070.775;3412.87;34955;1296;537.5;883;376.82;920;11772.5;13466.1;20298.03;5754.7;7573;5111;14829;1413.71;3465;44283
20.04.2015 18:00;7388.2;10518.985;4717;6683.64;7928.83;61470.4775;3783.1;987.7;29259;9172.4;48788;2316;5251.295;3270.485;37536;1329;516.75;915;415.68;975;11627.25;13530.75;21663.6;5884.3;7562;5439;14809;1488.61;3571;43335
20.04.2015 19:00;6941.9;10696.5175;4562;6819.28;7436.34;60204.235;3763.89;929.9;31572;9298.7;49248;2227;4961.5625;3213.775;35838;1187;500;838;404.19;973;11972.75;13808.37;20155.88;6224.2;7032;5341;14502;1398.35;3381;42942.5
20.04.2015 20:00;6829.3;10565.0325;4316;6880.56;6917.61;56126.13;3402.35;837.9;29388;9053.4;49943;2084;4643.855;3407.19;32141;1043;500;728;382.11;1033;11043;13400.24;18651.23;6247.1;6409;5029;13691;1258.57;3168;43596
20.04.2015 21:00;6226.9;10237.835;3782;6596.89;6541.4;50850.9675;3016.15;771;26576;8585.4;50946;1826;4504.585;3115.35;28894;961;464.25;645;359.16;987;10046.5;12604.79;17198.25;5823.1;5996;4654;12979;1139.51;3040;40005
20.04.2015 22:00;5639.3;9391.0575;3475;6077.97;6267.78;47473.275;2799.1;746.5;24837;8190.2;47729;1566;4229.6275;2719.385;25681;921;434.25;605;319.57;841;9040.25;12042.43;16180.95;5280.6;5766;4268;12644;1162.37;2925;35233.5
20.04.2015 23:00;5358.9;8913.025;3326;5788.11;6291.02;45561.3125;2677.78;714.4;23307;7990.1;45211;1415;4057.265;2491.145;23997;900;412.5;587;288.81;740;8383.5;11749.14;15633.8;4813.9;5634;3863;12351;1118.14;2825;31113
21.04.2015 00:00;5356.7;8713.1425;3310;5717.09;6205.33;44615.1725;2648.36;705.2;22462;7925.5;43845;1364;3814.36;2350.395;23192;899;410.75;578;262.52;690;8095.5;11642.75;15368.45;4544.7;5598;3526;12138;1116.63;2759;28503
21.04.2015 01:00;5242.6;8591.1425;3307;5799.13;6114.03;45070.475;2647.97;705.6;22076;8037.1;41343;1346;3734.9525;2226.17;22957;913;408.75;595;253.57;654;7977.5;11735.63;15386.1;4385.4;5615;3431;12162;1094.73;2776;28688.5
21.04.2015 02:00;5402.6;8692.7125;3442;5877.11;6198.35;46685.95;2739.14;718.8;21966;8183.3;40738;1371;3813.58;2165.01;23206;966;414.25;625;249.65;646;8039.25;11936.5;15536.38;4325.3;5871;3409;12355;1138.89;2851;28232
21.04.2015 03:00;6196.3;9199.3375;3842;5716.19;6670.26;50705.5025;2969.74;823.4;22354;8857.2;42842;1488;4096.72;2157.825;24666;1126;438.75;708;254.19;675;8497;12265.42;15742.33;4284.2;6174;3551;12841;1209.2;2967;27991.5
21.04.2015 04:00;7287.5;10193.3175;4226;6177.38;7636.31;58125.39;3469.52;948.2;24543;9487.7;47176;1763;4723.575;2219.345;28103;1305;443.75;849;293.31;737;9643.25;13692.54;18107.63;4374.1;6796;4049;14301;1470.51;3269;28475.5
21.04.2015 05:00;8080.4;10960.94;4522;6890.2;8021.55;63723.5775;4071.42;1032.7;27310;9628.6;51302;2047;5051.2075;2389.17;33020;1428;489;969;344;768;11492.5;15030.51;19914.3;4464.8;7110;4621;16041;1412.41;3416;31769
21.04.2015 06:00;8195.2;11272.07;4550;7510.03;8087.56;66567.65;4380.75;1061.2;29477;9553.3;53791;2080;5018.725;2878.96;37324;1467;528.25;1015;363.42;792;12661.5;15243.76;20729.2;4906.2;7182;4773;16795;1435.7;3514;38810.5
21.04.2015 07:00;7387.5;11577.8925;4473;7846.65;8120.68;66951.7125;4389.34;1055.1;30553;9487.5;54780;2087;5041.915;3326.89;38310;1462;538.75;1017;371.25;785;13043.5;15020.48;20813.25;5709.9;7083;4751;16459;1376.52;3534;43026.5
21.04.2015 08:00;7857.8;11633.59;4439;7759.51;8048.22;68556.6375;4517.25;1045;30928;9433.2;54560;2052;5040.83;3445.285;38114;1443;543.75;998;367.76;779;12976;15025.49;20864.35;5979.5;7042;4618;16579;1360.73;3475;43227
21.04.2015 09:00;7692.9;11748.9975;4343;7837.83;8039.56;70033.0225;4527.28;1024.4;31088;9474.7;54522;2067;5043.8;3432.26;37935;1419;554.75;956;363.34;779;12906.75;14723.2;21047.88;6051.9;7043;4551;16199;1416.75;3465;43328
21.04.2015 10:00;7455.4;11431.635;4392;7995.68;8102.83;69258.615;4404.66;1050.4;31283;9369.3;54606;2062;5056.3025;3406.47;35628;1433;536;978;355.96;773;12636.25;14541.33;20998.25;6145.6;7101;4584;15695;1420.15;3481;43088.5
21.04.2015 11:00;7222;11283.1575;4294;7396.32;8015.28;68648.07;4355.72;1036.8;31163;9283.6;53437;1997;4998.975;3400.645;35543;1422;523.75;972;347.84;755;12620.25;14259.36;20742.15;6049;6908;4505;15476;1378.69;3478;43276.5
21.04.2015 12:00;7041.5;11152.355;4300;7391.43;7907.53;66979.1925;4303.25;1016.9;30146;9175.7;52489;1928;5017.375;3340.74;36698;1388;519;966;342.64;757;12521.75;14099.32;20467.38;6005.6;6784;4347;15121;1436.91;3407;42966.5
21.04.2015 13:00;6913.5;11004.265;4257;7267.27;7904.43;65475.0875;4156.6;986.8;29426;9145.4;50582;1888;5047.6;3288.135;36791;1335;510.25;939;341.92;776;12425.5;14047.55;20188.3;6159;6778;4291;15178;1399.62;3375;42492.5
21.04.2015 14:00;6698.1;10900.6925;4231;7116.97;7777.94;63321.3675;4022.71;963.7;29235;9199.9;49072;1871;4993.8375;3301.415;36683;1292;506;910;337.77;799;12521;13854.12;19805.23;6104.1;6902;4267;15010;1437.51;3353;41944.5
21.04.2015 15:00;6806.1;10895.4675;4500;7042.38;7653.67;62280.53;4229.02;954.6;29044;9135.1;47930;1855;4901.9075;3349.56;35384;1277;516.5;895;333.29;796;12690.75;13571.68;19535.03;6099.9;6907;4309;14926;1419.04;3329;42694
21.04.2015 16:00;6670.8;10815.08;4720;6810.56;7574.08;61864.905;4158.78;938.6;28696;9219.9;48519;1876;4868.755;3439.455;34664;1266;533.25;871;340.83;773;12132.5;13585.28;19468.63;5942.7;7058;4368;14706;1495.21;3289;43793.5
21.04.2015 17:00;6730.6;10500.5225;4890;6813.03;7669.39;61515.3025;3963.28;943.2;28646;9164.9;49222;2014;4995.1425;3411.31;35693;1275;541;878;372.14;893;11851;13578.94;20196.2;5846;7519;4898;14573;1456.51;3405;43679.5
21.04.2015 18:00;7230.7;10331.5175;4845;6618.95;7908.01;61151.995;3859.6;963.1;29756;9164.7;48181;2325;5225.3825;3266.675;38046;1335;526.25;919;409.51;951;11724.75;13693.9;21506.5;6033.1;7596;5371;14641;1516.83;3562;42921
21.04.2015 19:00;6691.1;10551.77;4615;6704.69;7526.24;59876.0225;3807.15;902;31654;9241.1;48570;2238;4936.7325;3185.78;36204;1208;511.75;850;400.4;919;12051.25;13996.52;20083.73;6271.7;6995;5247;14534;1391.2;3369;42431
21.04.2015 20:00;6214.1;10478.6125;4262;6869.59;7015.01;55770.8325;3496.93;811.4;29320;8952.5;49223;2112;4630.315;3394.02;32529;1062;509;741;382.41;989;11160.5;13635.04;18452.13;6233.4;6403;4966;13851;1420.57;3172;43161
21.04.2015 21:00;5871.2;10111.78;3809;6589.99;6570.88;51273.8275;3180.85;743.9;26644;8444.8;50292;1839;4458.04;3136.885;29126;977;466.75;658;360.06;940;10148.5;12933.4;17051.35;5844.8;6020;4613;13129;1286.3;3027;39801.5
21.04.2015 22:00;5790.1;9368.23;3525;6033.51;6264.42;46840.2775;2919;720.5;25040;8091.3;46996;1564;4220.67;2720.71;26713;934;427.5;616;320.31;879;9132.25;12308.54;16108.7;5319.8;5778;4216;12629;1195.67;2902;35063
21.04.2015 23:00;5413;8921.4375;3372;5858.87;6330.82;45062.755;2802.58;703.5;23590;7914.7;44138;1402;4034.075;2490.67;24996;913;410.75;597;284.46;749;8470.75;12024.02;15509.2;4851;5617;3773;12413;1157.18;2790;30706.5
22.04.2015 00:00;5455.5;8663.5375;3314;5963.16;6217.71;44090.5825;2747.94;701.3;22730;7918.5;42779;1344;3802.3325;2365.24;24112;907;411.75;592;266;702;8176.25;11951.1;15222.6;4586.5;5615;3450;12350;1104.12;2722;28554
22.04.2015 01:00;5138.8;8520.535;3359;6093.25;6108.5;44548.6625;2785.11;703.1;22157;7988;40287;1336;3735.7475;2230.77;23777;914;409.5;606;250.07;658;8074.25;11952.24;15209.33;4413.8;5638;3315;12558;1078.25;2739;28579
22.04.2015 02:00;5345.8;8555.0625;3532;6106.67;6198.92;46010.545;2835.5;711.6;22179;8142.9;39587;1377;3820.58;2172.26;24023;964;416.5;638;247.65;681;8127.5;11936.53;15537.35;4322;5801;3314;12751;1102.21;2817;27991
22.04.2015 03:00;6500.7;8910.37;3890;5913.52;6685.99;50042.6475;3052.32;820.2;22370;8814.9;41470;1485;4094.2;2154.87;25183;1124;443;727;255.7;690;8562.5;12403.17;15574.5;4324.2;6141;3487;13264;1158.51;2920;27637
22.04.2015 04:00;7360.1;9756.62;4338;6280.23;7550.17;57124.93;3559.63;952.8;24385;9383.2;45759;1732;4709.445;2213.07;28404;1297;463.5;854;288.29;757;9701;13519.66;18012.75;4404.9;6795;3990;14960;1396.63;3256;28212
22.04.2015 05:00;8521.5;10474.225;4582;6734.14;7988.1;62466.5875;4143.38;1051.2;27221;9565.7;49567;1999;5030.5;2363.98;33589;1413;502.25;975;337.53;801;11590.5;15063.97;19790.33;4492.3;7188;4558;16480;1448.5;3408;31641.5
22.04.2015 06:00;8396.7;10880.8625;4647;7344.04;8075.28;65644.49;4412.1;1075.3;29302;9732.3;52419;2068;4996.0625;2888.74;37655;1445;531.75;1030;352.11;858;12946;15099.35;20637.93;4957.9;7251;4705;16745;1451.8;3457;38624.5
22.04.2015 07:00;8241.9;11177.435;4573;7651.48;8121.84;66615.47;4432.46;1073.6;30479;9676.5;53637;2054;5028.335;3326.49;38428;1432;538.5;1030;364.32;851;13602.75;14913.59;20771.7;5746.5;7210;4679;16733;1522.13;3467;43672
22.04.2015 08:00;7851.3;11201.195;4525;7613.84;8024.65;67808.99;4515.54;1068.9;31259;9591.4;53835;2022;5041.67;3430.75;38312;1411;541;1008;356.73;842;13767.25;14754.85;20615.08;6048.3;7075;4608;16387;1467.67;3417;43180
22.04.2015 09:00;7855.1;11332.9875;4386;7739.24;8034.93;68593.4325;4465.45;1051.3;31470;9501.2;54092;2058;5055.995;3432.87;38115;1394;551.5;976;353.84;842;13740.5;14403.69;20778.93;6155.5;7105;4533;16251;1543.83;3419;43265
22.04.2015 10:00;7597.5;11250.4725;4435;7922.45;8095.13;68016.195;4367.28;1066.4;31546;9422.3;54556;2052;5049.67;3398.17;36328;1409;534.75;989;352.47;806;13515.75;14108.52;20774.3;6284.8;7071;4475;15982;1527.71;3426;43259.5
22.04.2015 11:00;7630.7;11127.6075;4342;7354.92;8020.38;67151.2475;4371.22;1043.8;31131;9359.5;53442;2016;5014.15;3397.84;36203;1392;535.5;980;343.28;817;13459.25;14153.91;20650.35;6152.4;7021;4363;15835;1450.2;3390;43570
22.04.2015 12:00;7549;11017.3725;4328;7359.08;7822.58;65587.3325;4252.94;1038.5;29955;9285.5;52540;1963;5017.5375;3359.67;36869;1367;536.75;960;338.84;819;13258.5;14277.24;20397.88;6122.8;6881;4346;15746;1341.2;3408;43126
22.04.2015 13:00;7434.2;10881.86;4107;7246.36;7886.09;63907.895;4077.54;1016.9;29113;9246.5;50323;1909;5042.4625;3295.93;36963;1325;519.5;947;335.31;847;13078;14252.46;20027.18;6264.5;6759;4248;15531;1260.13;3378;42714
22.04.2015 14:00;7342.4;10701.505;4277;7079.03;7724.16;62039.21;3984.87;991.4;28879;9193.5;48830;1883;4991.44;3303.38;36845;1283;514.25;902;330.37;840;13037.75;14248.89;19685.63;6182.9;6758;4169;15601;1318.26;3353;42270
22.04.2015 15:00;7133;10609.2675;4498;7021.28;7659.15;61413.615;4156.14;979.9;28751;9163.4;48062;1876;4913.6675;3355.74;35617;1266;522.75;899;326.09;828;13156.5;14085.52;19361.25;6170.5;6830;4220;15465;1284.01;3296;42886
22.04.2015 16:00;7407.2;10489.21;4879;6772.02;7620.86;60923.5475;4040.82;967.5;28368;9278.8;48964;1866;4873.5925;3436.33;35001;1258;536.25;884;334.29;835;12500.25;13899.81;19381.3;5951;6983;4304;15214;1400.9;3253;44144.5
22.04.2015 17:00;7350.1;10238.7;5080;6757.08;7742.14;60745.805;3855.71;959.1;28243;9339.9;49660;2007;5008.94;3406.925;36238;1271;532.25;889;366.36;982;12185.25;13703.3;19974.63;5717.1;7579;4800;14846;1548.14;3364;43888
22.04.2015 18:00;7498.1;10165.955;4876;6565.82;7923.51;60049.655;3733.24;985.5;29122;9253.6;48588;2295;5256.15;3265.18;38433;1313;524;911;403.4;1022;12038.5;13871.49;21321.55;5905.6;7677;5335;14767;1688.7;3555;43022.5
22.04.2015 19:00;7236.1;10439.51;4749;6580.61;7473.82;59053.4275;3739.18;926.6;30776;9405;48828;2220;4966.38;3193.96;36568;1184;518.5;837;398.55;979;12225.25;14041.68;20072.88;6277.7;7145;5208;14712;1598.02;3368;42299
22.04.2015 20:00;6846.4;10449.5;4382;6796.17;6996.92;54922.88;3421;833.8;28944;9229.4;49594;2089;4672.0425;3387.46;32636;1038;524;733;375.91;982;11263.5;13669.44;18483.98;6265.6;6480;4928;13747;1480.6;3166;42945.5
22.04.2015 21:00;6026.9;10180.7275;3919;6551.21;6575.68;50440.1725;3067.38;770.9;26697;8684.6;50538;1826;4518.1625;3164.365;29233;951;478;660;353.56;997;10259.5;12866.9;16883.95;5824.1;6046;4552;12869;1340.64;2977;39837.5
22.04.2015 22:00;5784.1;9442.84;3610;6066.41;6336.56;46710.7425;2831.08;745.6;25096;8262.2;47264;1549;4243.08;2732.765;26522;909;443;619;314.27;870;9245.25;12226.46;15801.38;5257.8;5783;4128;12694;1244.7;2858;35232.5
22.04.2015 23:00;5419.8;8955.9025;3515;5891.91;6356.65;44961.8625;2740.88;726.3;23396;8092.4;44462;1422;4053.0325;2505.365;24972;893;425.75;595;280.11;744;8558.75;11897.04;15195.93;4890.5;5664;3718;12460;1157.7;2733;31226
23.04.2015 00:00;5375.7;8657.6375;3434;5764.22;6253.79;44207.8625;2689.98;718.3;22397;8052.9;43088;1359;3809.825;2356.235;24130;897;422;586;258.77;701;8258.5;11747.6;15056.88;4607.8;5568;3392;12386;1139.57;2691;28715
23.04.2015 01:00;5182.8;8551.3575;3456;5740.23;6138.58;44787.9425;2723.71;723.3;22041;8122.4;40545;1344;3739.4225;2230.785;23803;905;418.75;590;247.84;670;8170.25;11757.28;15171.8;4461.8;5539;3275;12445;1128.97;2680;28971.5
23.04.2015 02:00;5346.2;8702.435;3645;5709.72;6171.54;46386.135;2790.65;735.8;21931;8265.6;39829;1370;3834.9125;2148.855;24047;952;428.5;616;245.67;668;8191.5;11840.83;15482.35;4379.5;5729;3284;12678;1172.78;2756;28088
23.04.2015 03:00;6063;9161.56;4066;5573.87;6597.33;49995.75;3045.24;825.8;22205;8979.3;41741;1472;4095.4175;2147.155;25241;1107;459.25;698;248.87;715;8657.5;12209.35;15492.93;4333.6;6128;3403;13162;1238.04;2878;27748.5
23.04.2015 04:00;7119.3;9991.69;4460;5989.51;7523.72;57053.12;3572.75;955.5;23971;9587;45899;1706;4718.8575;2193.87;28383;1270;471.5;826;282.8;750;9852;13339.32;17965.35;4406.3;6636;3909;14765;1489.49;3170;28041
23.04.2015 05:00;7985.2;10844.775;4659;6700.85;7936.04;62174.5;4178.86;1051.6;26548;9766.7;49812;1953;5046.99;2332.51;33518;1381;510;935;332.29;807;11720.25;14723.58;19790.2;4465.8;6797;4526;16519;1568.87;3275;31326
23.04.2015 06:00;8117.1;11251.82;4664;7284.66;8051.38;64909.8025;4407.92;1079.9;28511;9836.3;52722;2031;5024.3125;2846.435;37690;1405;538.75;986;351.22;823;13067.75;14954.83;20623.53;5021;6802;4600;16808;1510.26;3355;38829
23.04.2015 07:00;8074.2;11503.355;4496;7691.31;8117.67;65880.635;4433.77;1071.2;29638;9758.5;54358;2020;5035.0075;3296.75;38953;1377;545;989;357.09;833;13541;14847.71;20622.98;5800.6;6694;4645;16583;1422.77;3430;43854
23.04.2015 08:00;8244.5;11515.115;4417;7655.74;8052.08;66893.4525;4536.01;1070.5;30032;9713.1;54443;2000;5037.4125;3416.925;38978;1370;547.75;985;352.86;838;13547.75;14770.93;20557.58;6065.6;6493;4553;16512;1375.99;3383;44299
23.04.2015 09:00;8325.9;11615.8075;4309;7742.89;8043.14;67897.255;4525.99;1049.5;30323;9692.6;54372;2058;5052.17;3417.31;38656;1352;556;953;352.06;832;13389.5;14564.25;20711.8;6126.5;6422;4424;16225;1430.66;3394;44708
23.04.2015 10:00;8065.4;11286.4175;4271;8061.8;8121.58;66888.1475;4451.15;1069.4;30329;9629.9;55222;2054;5062.8075;3392.18;36014;1365;543.25;984;347.72;810;13059.5;14442.48;20647.15;6230;6407;4393;16071;1411.44;3396;44231.5
23.04.2015 11:00;7953.3;11222.105;4208;7404.83;8031.67;66141.155;4476.43;1051.3;30291;9515.7;53909;2004;5019.79;3404.46;35470;1351;531;975;340.55;808;12910;14158.01;20541.3;6040.2;6365;4310;15951;1407.66;3365;43370
23.04.2015 12:00;7741.9;11081.5875;4148;7426.38;7859.83;64631.71;4334.99;1038.4;29208;9515.3;53014;1952;5033.12;3350.055;36542;1333;520.5;955;336.08;799;12693.25;14228.98;20333.75;5973.8;6241;4206;15746;1376.91;3308;42543.5
23.04.2015 13:00;7609.5;10927.0325;4054;7524.16;7879.01;63475.38;4164.94;1012.3;28503;9331.4;50939;1901;5029.92;3282.88;37032;1295;517;943;331.64;803;12534.75;14170.27;20144.43;6131.4;6153;4167;15476;1499.76;3269;42086.5
23.04.2015 14:00;7494.5;10786.0725;4020;7386.32;7740.49;61418.6175;4124.02;986.6;28293;9238.3;49523;1855;4957.3625;3309.495;36297;1256;511.75;916;328.86;834;12548.25;14203.46;19786.58;6085.9;6167;4101;15201;1477.97;3214;41444
23.04.2015 15:00;7536;10856.11;4158;7236.96;7701.66;60589.1325;4327.34;967.9;28195;9230.1;48473;1878;4881.4925;3339.69;35879;1245;527;903;329.71;832;12670.25;14132.09;19462.58;6048.1;6264;4092;15383;1504.23;3234;42166
23.04.2015 16:00;7882.9;10737.51;4435;7015.43;7534.04;60364.9;4175.72;952.1;27802;9279.5;49063;1900;4839.745;3422.17;35168;1231;545.25;890;338.38;862;12248;13964.39;19375.1;5924.4;6505;4245;15124;1543.82;3250;43091.5
23.04.2015 17:00;7327;10441.2;4786;6718.6;7649.64;60402.91;3961.75;936.1;27765;9250.2;49827;2036;4951.275;3397.525;36108;1245;551.5;885;367.12;984;12034.25;13980.09;20000.08;5890.1;7037;4687;15365;1641.68;3348;43077
23.04.2015 18:00;7137.7;10186.295;4879;6660.79;7785.91;59843.2725;3862.07;964.6;28620;9258.7;48402;2296;5207.6375;3264.515;38105;1298;536.5;910;400.9;1044;11907;14172.54;21283.63;5982.7;7372;5230;15414;1579.97;3522;42467.5
23.04.2015 19:00;6721.7;10386.9725;4619;6730.71;7382.93;59187.5925;3817.6;918.7;28620;9392.8;48942;2182;4934.9975;3196.38;36264;1178;528.5;842;391.18;1024;12147.75;14408.79;20113.55;6338.1;6921;5168;15386;1588.07;3362;41940
23.04.2015 20:00;6475.1;10398.885;4261;6823.04;6900.64;55045.205;3502.43;832.5;28899;9251.2;49650;2057;4610.7375;3383.14;32629;1032;518.5;741;374.27;1063;11281.25;13945.77;18438.33;6337.8;6342;4888;14217;1443.83;3143;42581.5
23.04.2015 21:00;5784.4;10101.46;3851;6568.79;6512.47;49958.6;3128.24;769.3;26437;8794;50630;1805;4468.355;3138.345;29576;938;484.5;667;347.08;1014;10253.75;13223.02;16992.6;5882.6;5960;4462;13383;1327.02;3000;39378.5
23.04.2015 22:00;5856.5;9227.765;3527;6116.86;6226.91;46582.7475;2907.71;750.5;24580;8468.8;47515;1577;4202.82;2743.345;26711;900;443.75;629;310.3;896;9215.25;12642.85;15748.95;5352.7;5716;4025;12822;1225.4;2885;34395.5
23.04.2015 23:00;5684.4;8814.3175;3387;5894.13;6239.05;44714.45;2803.13;726.3;23152;8263.6;44720;1438;4010.615;2511.09;24835;879;423.5;607;278.83;770;8540.5;12459.24;15201.13;4905;5595;3572;12456;1156.95;2790;29502.5
24.04.2015 00:00;5635.8;8504.17;3333;5799.82;6163.14;43808.6675;2767.44;718.3;22124;8280.6;43195;1366;3769.9825;2341.645;23959;874;414.5;594;254.88;718;8252;12371.43;15066.25;4611.2;5555;3296;12555;1121.78;2734;27936
24.04.2015 01:00;5519.9;8384.8925;3341;5719.45;6046.47;44361.3075;2751.4;724.5;21623;8325.4;40727;1361;3705.2225;2209.97;23568;885;412.5;597;245.82;688;8109.75;12479.31;15058.75;4444.3;5648;3160;12614;1141.61;2727;27944.5
24.04.2015 02:00;5769.6;8503.1525;3499;5833.1;6083.8;45994.14;2827.08;728.5;21533;8466;39984;1378;3805.135;2131.275;23825;927;420;612;240.4;677;8148.5;12669.96;15241.83;4381.9;5775;3161;12644;1143.51;2800;27340
24.04.2015 03:00;6277.3;9045.58;3901;5709.31;6439.47;49763.3475;3026.43;820.8;21996;9219.2;41907;1479;4064.155;2130.15;25312;1080;451.25;705;246.42;722;8529;12944.64;15322.95;4331.2;6057;3322;13305;1253;2883;27039
24.04.2015 04:00;7072;9935.075;4311;5950.75;7398.48;56845.145;3529.03;947;24143;9700.7;45781;1720;4672.685;2182.265;28348;1248;464.5;827;283.37;763;9619.75;14077.36;17858.03;4403.6;6590;3762;14994;1448.25;3224;27582.5
24.04.2015 05:00;7876.4;10698.065;4552;6676.71;7841.48;62343.7825;4162.04;1030;26651;9959.7;49535;1984;4989.92;2336.895;33117;1359;505.75;934;329.74;836;11506.25;15540.42;19585.63;4533.6;6824;4346;16612;1611.92;3395;30147
24.04.2015 06:00;8360.2;11185.7325;4513;7296.01;7905.41;65159.005;4448.06;1062.1;28665;9902.8;52327;2073;4924.32;2808.48;37353;1385;538.5;978;352.98;870;12720;15862.4;20533.63;5083.5;6823;4578;16919;1566.54;3487;37775
24.04.2015 07:00;7958.7;11351.77;4367;7635.57;7968.36;66219.23;4461.85;1053.6;29942;9798.9;53909;2114;4958.9;3279.435;38379;1373;546.5;977;366.39;897;13096;15863.21;20643.03;5913;6702;4544;16682;1507.01;3527;42465
24.04.2015 08:00;8064;11365.64;4295;7608.61;7908.76;67292.2925;4553.57;1051.8;30614;9817;54165;2096;4972.6575;3416.655;38159;1355;544;965;371.72;889;13110;15766.39;20583.5;6157;6574;4475;16583;1459.22;3450;43039.5
24.04.2015 09:00;8155;11490.41;4138;7674.13;7955.9;67793.565;4489.46;1043.9;30714;9761.8;54102;2148;5000.565;3438.245;37693;1331;555.25;932;375.45;875;13069;15481.44;20783.88;6279.3;6505;4373;16283;1497.02;3460;43495
24.04.2015 10:00;7765.6;11257.1775;4134;7817.75;7985.3;66953.425;4342.72;1065;30918;9557.7;54579;2143;5036.48;3423.055;35747;1337;536.75;955;377.76;858;12844.5;15093.43;20870.15;6415.1;6496;4427;16076;1570.81;3465;43357.5
24.04.2015 11:00;7521;11057.3175;4078;7308.6;7899.74;65909.9075;4251.94;1039.4;30817;9461.4;53050;2076;4976.2225;3443.755;35522;1308;524;953;379.34;822;12757.25;14910.47;20682.35;6244.3;6444;4333;15546;1547.69;3432;43396
24.04.2015 12:00;7333.7;10872.9175;4067;7259.99;7704.82;64340.9375;4047;1021.5;29979;9370.8;51857;2002;4984.6375;3397.865;36288;1266;514.5;937;376.02;815;12579.5;14790.94;20421.05;6200.9;6406;4214;15014;1529.03;3357;42544.5
24.04.2015 13:00;7149.9;10749.8275;4031;7050.85;7707.01;62589.3075;3884.34;992.9;29140;9295.6;49823;1944;4984.0925;3347.185;36575;1229;507.75;925;376.1;813;12408.75;14621.38;20114.25;6407;6381;4140;15145;1492.29;3330;41513
24.04.2015 14:00;7106.5;10574.13;4018;6843.85;7587.55;60855.36;3870.81;968.9;28781;9306.5;48308;1917;4956.78;3368.19;36487;1204;512.25;898;377.72;836;12375.75;14606.86;19790.73;6361.2;6332;4046;15037;1481.54;3293;40748
24.04.2015 15:00;7266.5;10624.1525;4148;6674.75;7429.85;60183.9175;4044.02;955.3;28653;9313;47452;1906;4874.7025;3386.21;35304;1196;522;888;370.25;837;12484.25;14559.19;19495.15;6255.4;6372;4069;15270;1474.35;3277;41158
24.04.2015 16:00;7124;10537.065;4361;6593.7;7236.08;59600.9925;3961.8;939.1;28329;9341;48248;1921;4763.4425;3422.63;34381;1186;533;875;393.37;857;12050;14613.66;19415.45;6088.3;6546;4220;15327;1516.36;3249;41935.5
24.04.2015 17:00;7099.6;10190.9325;4646;6593.06;7271.51;59041.395;3725.54;920.4;28223;9313.4;48697;1999;4823.08;3409.24;35112;1200;537.75;879;412.9;964;11699;14595.95;19791;5964.6;7040;4707;15002;1576.02;3297;42045
24.04.2015 18:00;7164.6;10041.2925;4727;6390.69;7385.22;58199.255;3539.96;946.1;28982;9239.8;47868;2263;5099.65;3272.39;36932;1245;525;899;427.51;1002;11508.5;14395.53;21021.7;6024.2;7363;5066;15102;1623.64;3447;41492
24.04.2015 19:00;6752.9;10183.7025;4469;6437.54;7034.2;56814.5925;3545.91;908.5;30659;9459.1;48277;2173;4860.8;3172.51;35092;1148;513.25;840;407.2;969;11621.5;14323.61;19834.2;6338.9;6831;4928;15250;1547.45;3292;41042
24.04.2015 20:00;6364.6;10294.4775;4157;6571.84;6525.66;53382.495;3330.56;825.7;28694;9325.6;49123;2065;4594.1975;3241.795;31550;1015;509.25;747;384.01;1008;10890;13942.97;18369.18;6287.3;6294;4640;14759;1426.6;3097;40793
24.04.2015 21:00;5731.6;9996.98;3756;6360.16;6192.95;48900.26;3038.93;767.1;26520;8823.8;50109;1803;4430.1975;3004.23;28785;934;469.5;674;360.15;981;10141;13435.12;16948.95;5832.8;5811;4249;13958;1301.81;2967;37814
